,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
3123,Mar 2005,24,Jay-Z & Linkin Park,Collision Course,3412.8579999999997,37,49,12,108,-,11,
3124,Mar 2005,25,Shania Twain,Greatest Hits,3347.45,19,64,61,-,9,-,Country
3125,Mar 2005,26,Jack Johnson,In Between Dreams,3335.698,2,48,57,57,3,1,Alternative Folk
3126,Mar 2005,27,Fantasia,Free Yourself,3286.1809999999996,14,-,-,-,-,-,R&B/Soul
3127,Mar 2005,28,Nelly,Suit,3274.491,30,14,94,-,-,-,Hip-Hop/Rap
3128,Mar 2005,29,Lil' Jon & The East Side Boyz,Crunk Juice,3142.9040000000005,16,-,-,183,-,-,
3129,Mar 2005,30,Alicia Keys,The Diary Of Alicia Keys,3114.0679999999998,11,-,-,56,-,28,R&B/Soul
3130,Mar 2005,31,Tori Amos,The Beekeeper,3109.4159999999997,5,24,8,88,-,20,Rock
3131,Mar 2005,32,Ciara,Goodies,3065.4970000000003,20,88,-,121,-,-,Pop
3132,Mar 2005,33,Original Soundtrack,Phantom Of The Opera,3062.9790000000003,32,-,-,-,-,-,
3133,Mar 2005,34,Omarion,O,3042.855,1,-,-,-,-,-,R&B/Soul
3134,Mar 2005,35,Kenny Chesney,Be as You Are (Songs from an Old Blue Chair),3039.514,8,-,-,-,-,-,Country
3135,Mar 2005,36,Various Artists,"Totally Country, Vol. 4",2938.228,5,-,-,-,-,-,Hip-Hop/Rap
3136,Mar 2005,37,Ludacris,The Red Light District,2923.2659999999996,18,-,-,-,-,-,Hip-Hop/Rap
3137,Mar 2005,38,Rascal Flatts,Feels Like Today,2896.2540000000004,20,-,-,-,-,-,Country
3138,Mar 2005,39,Mars Volta,Frances The Mute,2792.3320000000003,4,23,23,138,6,9,
3139,Mar 2005,40,Gretchen Wilson,Here For The Party,2679.4790000000003,23,-,-,-,-,-,Country
3140,Mar 2005,41,Various Artists,Now 17,2630.406,21,-,-,-,-,-,Hip-Hop/Rap
3141,Mar 2005,42,Jesse McCartney,Beautiful Soul,2570.203,24,-,-,-,-,-,
3142,Mar 2005,43,T.I.,Urban Legend,2562.67,25,-,-,-,-,-,Hip-Hop/Rap
3143,Mar 2005,44,Motley Crue,"Red, White & Crue",2504.006,31,-,-,-,7,26,
3144,Mar 2005,45,Brian McKnight,Gemini,2469.62,4,-,-,-,-,-,R&B/Soul
3145,Mar 2005,46,John Mayer,Heavier Things,2437.5460000000003,19,-,-,-,-,-,Rock
3146,Mar 2005,47,Bright Eyes,I'm Wide Awake It's Morning,2377.239,59,62,52,-,-,-,Rock
3147,Mar 2005,48,Tim McGraw,Live Like You Were Dying,2339.86,30,-,-,-,-,-,Country
3148,Mar 2005,49,Akon,Trouble,2291.0820000000003,62,29,86,55,-,-,Hip-Hop/Rap
3149,Mar 2005,50,Lee Ann Womack,There's More Where That Came From,2277.03,12,-,-,-,-,-,Americana
3150,Apr 2005,1,50 Cent,The Massacre,9863.769,1,4,2,7,1,3,Hip-Hop/Rap
3151,Apr 2005,2,Green Day,American Idiot,7412.43,4,9,7,7,3,4,Punk
3152,Apr 2005,3,Gwen Stefani,Love Angel Music Baby,5867.968000000001,9,7,44,37,6,6,Pop
3153,Apr 2005,4,Jack Johnson,In Between Dreams,5724.035,2,88,29,57,3,1,Alternative Folk
3154,Apr 2005,5,The Killers,Hot Fuss,5507.059,8,10,83,45,10,7,Rock
3155,Apr 2005,6,Jennifer Lopez,Rebirth,5124.508,4,45,14,22,4,25,Pop
3156,Apr 2005,7,The Game,The Documentary,5065.538,3,35,29,60,7,45,nan
3157,Apr 2005,8,Michael Buble,It's Time,5064.0509999999995,34,21,3,31,2,2,
3158,Apr 2005,9,Various Artists,Now 18,4776.5509999999995,2,-,-,-,-,-,Hip-Hop/Rap
3159,Apr 2005,10,Queens of The Stone Age,Lullabies To Paralyze,4681.863,5,4,8,10,5,2,
3160,Apr 2005,11,Moby,Hotel,4584.884,28,20,3,2,-,10,
3161,Apr 2005,12,Usher,Confessions,4384.732,11,29,59,45,-,24,Pop
3162,Apr 2005,13,U2,How To Dismantle An Atomic Bomb,4232.589,34,34,16,35,-,26,Rock
3163,Apr 2005,14,Maroon 5,Songs About Jane,4221.749,22,30,63,38,-,11,Pop/Rock
3164,Apr 2005,15,Eminem,Encore,4212.088,10,49,45,134,-,25,Rap
3165,Apr 2005,16,Beck,Guero,4198.687,2,15,33,33,2,14,Alternative
3166,Apr 2005,17,Ciara,Goodies,4104.413,12,27,68,105,-,-,Pop
3167,Apr 2005,18,John Legend,Get Lifted,4090.795,9,32,-,66,-,-,R&B/Soul
3168,Apr 2005,19,Ray Charles,Genius Loves Company,4075.4790000000003,7,67,30,78,-,14,Vocal Jazz
3169,Apr 2005,20,Akon,Trouble,4036.41,19,1,98,47,-,-,Hip-Hop/Rap
3170,Apr 2005,21,Kelly Clarkson,Breakaway,4024.059,6,-,-,-,6,15,Pop
3171,Apr 2005,22,Mario,Turning Point,3775.585,27,13,13,50,-,17,R&B/Soul
3172,Apr 2005,23,Ray Charles,Ray,3654.757,21,-,18,5,-,22,Vocal Jazz
3173,Apr 2005,24,Three Doors Down,Seventeen Days,3580.638,14,-,17,-,-,-,
3174,Apr 2005,25,Keane,Hopes & Fears,3440.44,62,17,-,5,-,-,Alternative
3175,Apr 2005,26,Joss Stone,Mind Body & Soul,3272.4359999999997,18,18,22,-,-,-,Soul
3176,Apr 2005,27,Snoop Dogg,R & G - Rhythm & Gangster: The Masterpiece,3232.4240000000004,52,12,59,56,-,-,Hip-Hop/Rap
3177,Apr 2005,28,Will Smith,Lost & Found,3039.575,6,15,-,109,8,-,Hip-Hop/Rap
3178,Apr 2005,29,Frankie J,The One,2944.991,3,-,-,-,-,-,Pop
3179,Apr 2005,30,Ludacris,The Red Light District,2850.954,18,-,-,-,-,-,Hip-Hop/Rap
3180,Apr 2005,31,Jesse McCartney,Beautiful Soul,2720.48,15,-,-,-,-,7,
3181,Apr 2005,32,Rascal Flatts,Feels Like Today,2704.667,22,-,-,-,-,-,Country
3182,Apr 2005,33,Fantasia,Free Yourself,2599.011,19,-,-,-,-,-,R&B/Soul
3183,Apr 2005,34,Destiny's Child,Destiny Fulfilled,2583.676,35,97,76,175,-,37,R&B/Soul
3184,Apr 2005,35,My Chemical Romance,Three Cheers For Sweet Revenge,2503.613,45,57,-,-,-,-,Alternative
3185,Apr 2005,36,Omarion,O,2500.866,12,-,-,-,-,-,R&B/Soul
3186,Apr 2005,37,Kenny Chesney,Be as You Are (Songs from an Old Blue Chair),2467.448,17,-,-,-,-,-,Country
3187,Apr 2005,38,Gretchen Wilson,Here For The Party,2430.572,25,-,-,-,-,-,Country
3188,Apr 2005,39,Daddy Yankee,Barrio Fino En Directo,2426.018,26,-,-,-,-,-,World/International
3189,Apr 2005,40,T.I.,Urban Legend,2404.481,25,-,-,-,-,-,Hip-Hop/Rap
3190,Apr 2005,41,Shania Twain,Greatest Hits,2402.467,26,-,99,-,-,-,Country
3191,Apr 2005,42,112,Pleasure & Pain,2314.448,4,-,-,118,-,-,R&B/Soul
3192,Apr 2005,43,Tina Turner,All The Best!,2297.75,31,-,52,-,-,-,Pop
3193,Apr 2005,44,Kidz Bop Kids,Kidz Bop 7,2257.356,18,-,-,-,-,-,
3194,Apr 2005,45,Various Artists,"Totally Country, Vol. 4",2252.742,26,-,-,-,-,-,Hip-Hop/Rap
3195,Apr 2005,46,Lil' Jon & The East Side Boyz,Crunk Juice,2207.3779999999997,24,-,-,-,-,-,
3196,Apr 2005,47,Beanie Sigel,The B. Coming,2176.2729999999997,3,-,-,-,-,-,Hip-Hop/Rap
3197,Apr 2005,48,Mars Volta,Frances The Mute,2145.14,13,-,-,-,-,37,
3198,Apr 2005,49,Alicia Keys,The Diary Of Alicia Keys,2143.935,38,-,-,91,-,25,R&B/Soul
3199,Apr 2005,50,Tim McGraw,Live Like You Were Dying,2106.114,33,-,-,-,-,-,Country
3200,May 2005,1,50 Cent,The Massacre,7882.863,3,6,5,15,1,16,Hip-Hop/Rap
3201,May 2005,2,Mariah Carey,The Emancipation Of Mimi,7783.526999999999,1,21,26,23,2,27,Pop
3202,May 2005,3,Gwen Stefani,Love Angel Music Baby,6829.359,6,4,46,20,7,4,Pop
3203,May 2005,4,Green Day,American Idiot,6689.392,8,18,11,7,5,8,Punk
3204,May 2005,5,Bruce Springsteen,Devils & Dust,6585.654,1,1,1,3,2,10,Rock
3205,May 2005,6,Michael Buble,It's Time,5684.922,23,43,2,32,3,2,
3206,May 2005,7,Akon,Trouble,5467.147,18,1,61,23,-,-,Hip-Hop/Rap
3207,May 2005,8,The Killers,Hot Fuss,5420.778,7,14,75,69,-,9,Rock
3208,May 2005,9,Jack Johnson,In Between Dreams,5309.670999999999,11,72,9,66,6,4,Alternative Folk
3209,May 2005,10,Il Divo,Il Divo,4688.501,4,62,-,19,1,1,Easy Listening/Vocal
3210,May 2005,11,Rob Thomas,...Something To Be,4654.769,1,-,-,-,2,1,Rock
3211,May 2005,12,Garbage,Bleed Like Me,4452.0109999999995,4,27,12,20,9,11,Rock
3212,May 2005,13,Ciara,Goodies,4451.899,12,26,68,94,-,-,Pop
3213,May 2005,14,The Game,The Documentary,4244.65,20,19,46,72,-,42,nan
3214,May 2005,15,Will Smith,Lost & Found,4080.571,13,25,14,103,-,-,Hip-Hop/Rap
3215,May 2005,16,Mudvayne,Lost & Found,3775.5229999999997,2,-,72,-,-,12,Rock
3216,May 2005,17,Nine Inch Nails,With Teeth,3767.131,1,3,9,12,2,10,
3217,May 2005,18,Joss Stone,Mind Body & Soul,3704.111,26,41,39,-,-,-,Soul
3218,May 2005,19,Kelly Clarkson,Breakaway,3665.156,12,-,-,-,-,14,Pop
3219,May 2005,20,Beck,Guero,3653.782,7,-,60,96,8,43,Alternative
3220,May 2005,21,Various Artists,Now 18,3512.566,6,-,-,-,-,-,Hip-Hop/Rap
3221,May 2005,22,Eminem,Encore,3484.494,25,35,51,186,-,26,Rap
3222,May 2005,23,U2,How To Dismantle An Atomic Bomb,3476.908,39,60,43,38,-,40,Rock
3223,May 2005,24,Mike Jones,Who Is Mike Jones?,3436.941,3,-,-,-,-,-,
3224,May 2005,25,Keane,Hopes & Fears,3419.455,86,17,55,6,-,-,Alternative
3225,May 2005,26,John Legend,Get Lifted,3391.187,21,32,-,84,-,-,R&B/Soul
3226,May 2005,27,Faith Evans,The First Lady,3327.1690000000003,5,22,-,-,-,-,R&B/Soul
3227,May 2005,28,Mario,Turning Point,3323.2009999999996,54,30,14,42,-,35,R&B/Soul
3228,May 2005,29,Maroon 5,Songs About Jane,3307.0009999999997,41,39,93,65,-,18,Pop/Rock
3229,May 2005,30,Moby,Hotel,3206.205,70,78,13,2,-,36,
3230,May 2005,31,Usher,Confessions,3161.895,31,54,76,95,-,44,Pop
3231,May 2005,32,Jennifer Lopez,Rebirth,3126.115,30,68,48,86,-,-,Pop
3232,May 2005,33,Snoop Dogg,R & G - Rhythm & Gangster: The Masterpiece,3078.6020000000003,65,13,59,80,-,38,Hip-Hop/Rap
3233,May 2005,34,Three Doors Down,Seventeen Days,3076.257,24,-,32,-,-,-,
3234,May 2005,35,Queens of The Stone Age,Lullabies To Paralyze,2934.862,45,47,31,106,-,17,
3235,May 2005,36,Larry The Cable Guy,The Right To Bare Arms,2887.058,16,-,-,-,-,-,
3236,May 2005,37,Frankie J,The One,2816.283,15,-,-,-,-,-,Pop
3237,May 2005,38,Rascal Flatts,Feels Like Today,2773.7740000000003,22,-,-,-,-,-,Country
3238,May 2005,39,Keith Urban,Be Here,2740.684,25,-,-,-,-,33,Country
3239,May 2005,40,Bobby Valentino,Disturbing Tha Peace Presents,2731.491,3,72,-,172,-,-,
3240,May 2005,41,Destiny's Child,Destiny Fulfilled,2695.4190000000003,52,28,-,109,-,13,R&B/Soul
3241,May 2005,42,Amerie,Touch,2664.1059999999998,5,28,-,-,-,-,R&B/Soul
3242,May 2005,43,112,Pleasure & Pain,2595.427,18,-,-,-,-,-,R&B/Soul
3243,May 2005,44,Ray Charles,Genius Loves Company,2549.437,38,-,50,166,-,32,Vocal Jazz
3244,May 2005,45,Ludacris,The Red Light District,2508.176,22,-,-,-,-,-,Hip-Hop/Rap
3245,May 2005,46,My Chemical Romance,Three Cheers For Sweet Revenge,2473.541,56,35,-,-,-,38,Alternative
3246,May 2005,47,Gretchen Wilson,Here For The Party,2456.897,28,-,-,-,-,-,Country
3247,May 2005,48,Jesse McCartney,Beautiful Soul,2377.939,38,-,-,-,-,5,
3248,May 2005,49,Daddy Yankee,Barrio Fino En Directo,2362.71,35,-,-,-,-,-,World/International
3249,May 2005,50,Ray Charles,Ray,2287.117,64,-,52,10,-,-,Vocal Jazz
3250,Jun 2005,1,System of A Down,Mezmerize,7861.941,1,8,1,7,1,1,
3251,Jun 2005,2,Mariah Carey,The Emancipation Of Mimi,6869.331,1,9,60,61,-,19,Pop
3252,Jun 2005,3,Gwen Stefani,Love Angel Music Baby,6612.525,5,6,15,25,6,4,Pop
3253,Jun 2005,4,50 Cent,The Massacre,6332.1230000000005,4,13,8,31,7,21,Hip-Hop/Rap
3254,Jun 2005,5,Gorillaz,Demon Days,5986.938,6,1,2,1,5,2,Hip-Hop/Rap
3255,Jun 2005,6,Il Divo,Il Divo,5699.009,9,-,2,6,1,3,Easy Listening/Vocal
3256,Jun 2005,7,Audioslave,Out Of Exile,5475.798000000001,1,5,6,31,1,3,Alternative
3257,Jun 2005,8,Green Day,American Idiot,5295.731,17,12,16,23,5,12,Punk
3258,Jun 2005,9,Jack Johnson,In Between Dreams,4870.205,14,18,7,50,9,6,Alternative Folk
3259,Jun 2005,10,Akon,Trouble,4581.958,23,6,24,11,-,32,Hip-Hop/Rap
3260,Jun 2005,11,Dave Matthews Band,Stand Up,4511.603,1,-,-,-,3,16,
3261,Jun 2005,12,Michael Buble,It's Time,4386.237,33,69,2,74,4,2,
3262,Jun 2005,13,The Killers,Hot Fuss,4349.694,11,20,-,78,-,9,Rock
3263,Jun 2005,14,Rob Thomas,...Something To Be,4209.907,8,11,10,115,-,5,Rock
3264,Jun 2005,15,Bruce Springsteen,Devils & Dust,4200.35,10,23,3,38,-,17,Rock
3265,Jun 2005,16,Toby Keith,Honkytonk University,4188.872,2,-,-,-,-,-,Country
3266,Jun 2005,17,Oasis,Don't Believe The Truth,4117.665,12,1,2,5,3,5,Alternative
3267,Jun 2005,18,Coldplay,X & Y,4092.9559999999997,1,1,1,1,1,1,Rock
3268,Jun 2005,19,Weezer,Make Believe,4091.059,2,60,32,108,1,43,Rock
3269,Jun 2005,20,The Black Eyed Peas,Monkey Business,3965.9590000000003,2,4,1,1,2,1,
3270,Jun 2005,21,Nine Inch Nails,With Teeth,3826.429,5,64,23,93,5,18,
3271,Jun 2005,22,Kelly Clarkson,Breakaway,3754.987,9,-,-,-,-,11,Pop
3272,Jun 2005,23,Van Morrison,Magic Time,3744.638,25,12,12,198,-,15,Rock
3273,Jun 2005,24,Common,Be,3438.5809999999997,2,38,93,102,10,-,
3274,Jun 2005,25,The Game,The Documentary,3412.697,36,27,57,84,-,48,nan
3275,Jun 2005,26,Rascal Flatts,Feels Like Today,3208.3920000000003,12,-,-,-,-,-,Country
3276,Jun 2005,27,Ciara,Goodies,3138.62,13,77,-,90,-,-,Pop
3277,Jun 2005,28,Mike Jones,Who Is Mike Jones?,3052.952,9,-,-,-,-,-,
3278,Jun 2005,29,Bobby Valentino,Disturbing Tha Peace Presents,2995.8320000000003,20,34,-,167,-,-,
3279,Jun 2005,30,Kem,Album II,2945.482,5,-,-,-,-,-,R&B/Soul
3280,Jun 2005,31,U2,How To Dismantle An Atomic Bomb,2945.348,71,17,75,32,-,-,Rock
3281,Jun 2005,32,Joss Stone,Mind Body & Soul,2870.505,32,79,55,-,-,-,Soul
3282,Jun 2005,33,Will Smith,Lost & Found,2850.785,32,100,14,-,-,-,Hip-Hop/Rap
3283,Jun 2005,34,Keith Urban,Be Here,2846.11,18,-,-,-,-,33,Country
3284,Jun 2005,35,John Legend,Get Lifted,2796.268,54,12,-,88,-,-,R&B/Soul
3285,Jun 2005,36,Keane,Hopes & Fears,2792.1059999999998,101,14,94,10,-,-,Alternative
3286,Jun 2005,37,Original Soundtrack,American Idol Season 4: The Showstoppers,2735.52,6,-,-,-,-,-,
3287,Jun 2005,38,The White Stripes,Get Behind Me Satan,2723.627,3,3,5,7,3,3,
3288,Jun 2005,39,Def Leppard,Rock Of Ages: The Definitive Collection,2640.2059999999997,10,-,-,-,3,-,British Invasion
3289,Jun 2005,40,Elvis Presley,Elvis By The Presleys,2606.157,19,13,-,-,-,22,Rock
3290,Jun 2005,41,Original Soundtrack,Phantom Of The Opera,2582.999,39,-,-,-,-,-,
3291,Jun 2005,42,Eminem,Encore,2448.152,52,54,69,147,-,42,Rap
3292,Jun 2005,43,Various Artists,Now 18,2418.8160000000003,24,-,-,-,-,-,Hip-Hop/Rap
3293,Jun 2005,44,Sugarland,Twice The Speed Of Life,2411.1710000000003,29,-,-,-,-,-,Country
3294,Jun 2005,45,Original Soundtrack,Star Wars Episode III: Revenge Of The Sith,2310.186,25,-,-,-,-,-,
3295,Jun 2005,46,Amerie,Touch,2306.0879999999997,30,31,-,189,-,-,R&B/Soul
3296,Jun 2005,47,Three Doors Down,Seventeen Days,2299.2329999999997,38,-,63,-,-,-,
3297,Jun 2005,48,Maroon 5,Songs About Jane,2259.657,73,80,-,56,-,21,Pop/Rock
3298,Jun 2005,49,Snoop Dogg,R & G - Rhythm & Gangster: The Masterpiece,2248.8320000000003,115,29,35,49,-,-,Hip-Hop/Rap
3299,Jun 2005,50,Dierks Bentley,Modern Day Drifter,2227.64,6,-,-,-,-,-,Country
3300,Jul 2005,1,Coldplay,X & Y,10715.196000000002,1,1,1,3,1,2,Rock
3301,Jul 2005,2,The Foo Fighters,In Your Honor,7586.219,2,4,4,36,3,1,
3302,Jul 2005,3,The Black Eyed Peas,Monkey Business,7435.460999999999,2,22,8,6,1,3,
3303,Jul 2005,4,Mariah Carey,The Emancipation Of Mimi,7231.835,2,7,25,38,-,6,Pop
3304,Jul 2005,5,Gwen Stefani,Love Angel Music Baby,6381.517,8,14,11,48,5,7,Pop
3305,Jul 2005,6,The Backstreet Boys,Never Gone,6206.058000000001,3,27,1,-,2,6,
3306,Jul 2005,7,Gorillaz,Demon Days,5952.634,14,8,6,10,-,4,Hip-Hop/Rap
3307,Jul 2005,8,System of A Down,Mezmerize,5811.0,6,47,11,26,5,9,
3308,Jul 2005,9,Green Day,American Idiot,5796.681,20,7,20,13,6,9,Punk
3309,Jul 2005,10,50 Cent,The Massacre,5567.063,11,23,6,27,-,30,Hip-Hop/Rap
3310,Jul 2005,11,Shakira,Fijacion oral - Vol. 1,5415.352,4,-,2,6,-,-,World/International
3311,Jul 2005,12,The White Stripes,Get Behind Me Satan,5143.146,3,17,22,15,3,10,
3312,Jul 2005,13,Jack Johnson,In Between Dreams,4627.902,23,18,18,47,-,14,Alternative Folk
3313,Jul 2005,14,Il Divo,Il Divo,4580.891,19,-,26,4,3,7,Easy Listening/Vocal
3314,Jul 2005,15,The Killers,Hot Fuss,4408.765,15,10,-,25,10,21,Rock
3315,Jul 2005,16,Kelly Clarkson,Breakaway,4368.125,8,10,-,-,-,2,Pop
3316,Jul 2005,17,Akon,Trouble,4060.65,31,37,35,11,-,16,Hip-Hop/Rap
3317,Jul 2005,18,Offspring,Greatest Hits,3903.513,8,14,23,-,6,2,
3318,Jul 2005,19,Toby Keith,Honkytonk University,3732.3590000000004,7,-,-,-,-,-,Country
3319,Jul 2005,20,Audioslave,Out Of Exile,3658.3709999999996,10,74,32,118,6,13,Alternative
3320,Jul 2005,21,Michael Buble,It's Time,3624.159,45,-,16,134,7,6,
3321,Jul 2005,22,Rascal Flatts,Feels Like Today,3386.567,13,-,-,-,-,-,Country
3322,Jul 2005,23,Keith Urban,Be Here,3231.973,16,-,-,-,-,47,Country
3323,Jul 2005,24,Mike Jones,Who Is Mike Jones?,3173.563,12,-,-,-,-,-,
3324,Jul 2005,25,Ciara,Goodies,3061.553,28,65,-,143,-,46,Pop
3325,Jul 2005,26,Dave Matthews Band,Stand Up,3055.2490000000003,12,-,-,-,-,36,
3326,Jul 2005,27,Rob Thomas,...Something To Be,3053.429,32,69,34,116,-,3,Rock
3327,Jul 2005,28,The Game,The Documentary,3049.028,53,29,75,72,-,48,nan
3328,Jul 2005,29,Jamiroquai,Dynamite,2919.491,-,3,6,2,-,3,
3329,Jul 2005,30,R Kelly,TP 3 Reloaded,2914.217,1,23,26,21,-,-,
3330,Jul 2005,31,Oasis,Don't Believe The Truth,2906.8379999999997,37,7,20,51,9,15,Alternative
3331,Jul 2005,32,Sugarland,Twice The Speed Of Life,2886.645,16,-,-,-,-,-,Country
3332,Jul 2005,33,Eminem,Encore,2842.508,52,20,73,109,-,48,Rap
3333,Jul 2005,34,U2,How To Dismantle An Atomic Bomb,2818.4790000000003,106,24,37,14,-,-,Rock
3334,Jul 2005,35,Common,Be,2775.585,14,-,-,-,-,-,
3335,Jul 2005,36,Fat Joe,All Or Nothing,2745.47,6,-,-,150,-,-,Hip-Hop/Rap
3336,Jul 2005,37,John Legend,Get Lifted,2737.623,60,13,-,105,-,-,R&B/Soul
3337,Jul 2005,38,James Blunt,Back To Bedlam,2713.188,-,1,-,2,-,-,Pop/Rock
3338,Jul 2005,39,Joss Stone,Mind Body & Soul,2696.215,56,14,77,-,-,-,Soul
3339,Jul 2005,40,Keane,Hopes & Fears,2693.5040000000004,108,5,-,21,-,-,Alternative
3340,Jul 2005,41,George Strait,Somewhere Down In Texas,2662.5040000000004,1,-,-,-,-,-,Country
3341,Jul 2005,42,Pretty Ricky,Bluestars,2630.409,27,-,-,-,-,-,Hip-Hop/Rap
3342,Jul 2005,43,Ying Yang Twins,USA: United State Of Atlanta,2600.808,2,-,94,-,-,-,Hip-Hop/Rap
3343,Jul 2005,44,Will Smith,Lost & Found,2551.154,34,-,56,-,-,-,Hip-Hop/Rap
3344,Jul 2005,45,Boyz N Da Hood,Boyz N Da Hood,2541.1679999999997,5,-,-,-,-,-,
3345,Jul 2005,46,Missy 'Misdemeanor' Elliott,The Cookbook,2492.387,2,33,19,54,-,19,
3346,Jul 2005,47,Weezer,Make Believe,2482.533,22,-,-,-,-,-,Rock
3347,Jul 2005,48,Fall Out Boy,From Under The Cork Tree,2457.841,24,-,-,-,-,-,Alternative
3348,Jul 2005,49,Bobby Valentino,Disturbing Tha Peace Presents,2443.46,39,34,-,198,-,-,
3349,Jul 2005,50,Kem,Album II,2281.649,25,-,-,-,-,-,R&B/Soul
3350,Aug 2005,1,Coldplay,X & Y,9005.107,4,2,1,5,2,6,Rock
3351,Aug 2005,2,Mariah Carey,The Emancipation Of Mimi,7587.149,2,11,23,11,8,8,Pop
3352,Aug 2005,3,The Black Eyed Peas,Monkey Business,7285.901999999999,5,15,11,13,1,1,
3353,Aug 2005,4,Gorillaz,Demon Days,6917.144,8,6,7,10,-,5,Hip-Hop/Rap
3354,Aug 2005,5,Gwen Stefani,Love Angel Music Baby,5994.4,12,19,11,34,4,9,Pop
3355,Aug 2005,6,Green Day,American Idiot,5944.196999999999,14,9,9,9,3,13,Punk
3356,Aug 2005,7,The Foo Fighters,In Your Honor,5683.295,10,15,14,106,8,2,
3357,Aug 2005,8,Kelly Clarkson,Breakaway,5602.608,9,11,16,-,7,2,Pop
3358,Aug 2005,9,R Kelly,TP 3 Reloaded,5461.45,1,69,32,59,-,41,
3359,Aug 2005,10,Various Artists,Now 19,5020.892,1,-,-,-,-,-,Hip-Hop/Rap
3360,Aug 2005,11,Jack Johnson,In Between Dreams,4835.459,29,18,17,46,5,14,Alternative Folk
3361,Aug 2005,12,The Killers,Hot Fuss,4736.984,25,15,-,8,4,27,Rock
3362,Aug 2005,13,50 Cent,The Massacre,4709.274,21,33,6,25,-,37,Hip-Hop/Rap
3363,Aug 2005,14,System of A Down,Mezmerize,4451.021,19,91,21,31,7,22,
3364,Aug 2005,15,Shakira,Fijacion oral - Vol. 1,4402.265,32,-,1,8,-,-,World/International
3365,Aug 2005,16,Missy 'Misdemeanor' Elliott,The Cookbook,4306.397,7,80,24,86,-,19,
3366,Aug 2005,17,Bow Wow,Wanted,4078.843,3,-,-,-,-,-,Hip-Hop/Rap
3367,Aug 2005,18,Il Divo,Il Divo,3933.945,43,-,57,4,3,17,Easy Listening/Vocal
3368,Aug 2005,19,The White Stripes,Get Behind Me Satan,3704.722,37,21,43,54,-,25,
3369,Aug 2005,20,The Backstreet Boys,Never Gone,3496.526,30,-,10,19,4,18,
3370,Aug 2005,21,Offspring,Greatest Hits,3445.664,29,44,36,-,-,4,
3371,Aug 2005,22,Rascal Flatts,Feels Like Today,3400.663,11,-,-,-,-,-,Country
3372,Aug 2005,23,Ying Yang Twins,USA: United State Of Atlanta,3367.018,9,-,-,-,-,-,Hip-Hop/Rap
3373,Aug 2005,24,Michael Buble,It's Time,3326.6820000000002,44,-,11,175,9,11,
3374,Aug 2005,25,James Blunt,Back To Bedlam,3311.1609999999996,-,1,-,2,-,10,Pop/Rock
3375,Aug 2005,26,Slim Thug,Already Platinum,3248.46,2,-,-,-,-,-,Hip-Hop/Rap
3376,Aug 2005,27,Alanis Morissette,Jagged Little Pill: Acoustic,3203.1209999999996,50,12,15,8,-,21,Pop/Rock
3377,Aug 2005,28,Mike Jones,Who Is Mike Jones?,3198.085,15,-,-,-,-,-,
3378,Aug 2005,29,Fall Out Boy,From Under The Cork Tree,3096.857,13,-,-,-,-,-,Alternative
3379,Aug 2005,30,Toby Keith,Honkytonk University,3090.9840000000004,15,-,-,-,-,-,Country
3380,Aug 2005,31,Keith Urban,Be Here,3057.9120000000003,11,-,-,-,-,50,Country
3381,Aug 2005,32,Young Jeezy,Let's Get It: Thug Motivation 101,3049.752,2,-,-,-,-,-,Hip-Hop/Rap
3382,Aug 2005,33,All-American Rejects,Move Along,2994.9109999999996,6,-,-,-,-,-,
3383,Aug 2005,34,Akon,Trouble,2950.383,73,38,71,17,-,12,Hip-Hop/Rap
3384,Aug 2005,35,Ciara,Goodies,2907.8579999999997,35,34,-,65,-,46,Pop
3385,Aug 2005,36,Sugarland,Twice The Speed Of Life,2816.1259999999997,19,-,-,-,-,-,Country
3386,Aug 2005,37,George Strait,Somewhere Down In Texas,2787.942,10,-,-,-,-,-,Country
3387,Aug 2005,38,Audioslave,Out Of Exile,2751.105,38,-,52,156,-,31,Alternative
3388,Aug 2005,39,Carole King,The Living Room Tour,2741.09,17,-,-,-,-,-,Pop
3389,Aug 2005,40,Carly Simon,Moonlight Serenade,2627.1940000000004,7,-,-,-,-,-,
3390,Aug 2005,41,Eminem,Encore,2589.7960000000003,82,20,78,83,-,-,Rap
3391,Aug 2005,42,My Chemical Romance,Three Cheers For Sweet Revenge,2487.737,40,83,-,-,-,-,Alternative
3392,Aug 2005,43,The Game,The Documentary,2480.857,70,25,97,72,-,-,nan
3393,Aug 2005,44,Original Soundtrack,Hustle & Flow,2478.635,30,-,-,-,-,-,
3394,Aug 2005,45,Jamiroquai,Dynamite,2427.952,-,14,19,19,-,20,
3395,Aug 2005,46,Faith Hill,Fireflies,2382.786,1,-,-,-,2,-,Country
3396,Aug 2005,47,Michael Jackson,The Essential Michael Jackson,2379.689,96,6,-,-,-,12,Pop
3397,Aug 2005,48,Joss Stone,Mind Body & Soul,2349.492,90,28,33,-,-,-,Soul
3398,Aug 2005,49,Pretty Ricky,Bluestars,2343.62,34,-,-,-,-,-,Hip-Hop/Rap
3399,Aug 2005,50,U2,How To Dismantle An Atomic Bomb,2332.531,158,57,44,27,-,-,Rock
